stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
82.4,41.4,0.6,89,1.2,18N16P,5.8,1.552,1.5864,0.96,1.03
93.2,41.7,0.87,25,1.22,36N30P,9.5,1.417,1.025,0.98,1.33
53.7,30.5,0.95,38,1.28,36N30P,13.2,0.221,0.6691,1.02,0.32
87.7,55.0,0.55,50,1.15,12N8P,11.3,1.728,0.8079,0.92,1.55
93.3,49.8,0.83,68,1.22,24N22P,4.4,1.929,2.2254,0.98,1.59
69.0,36.8,0.91,11,1.25,12N14P,98.1,0.649,0.0993,1.0,0.64
108.5,55.5,0.85,87,1.2,24N22P,2.5,3.456,3.6429,0.96,2.4
114.9,32.4,0.8,23,1.2,36N30P,10.7,2.989,0.8957,0.96,1.57
114.8,16.6,0.56,42,1.29,24N22P,15.0,1.827,0.6043,1.03,0.8
96.3,57.8,0.96,59,1.11,36N30P,2.8,3.404,3.1452,0.89,1.97
49.6,33.6,0.8,38,1.14,12N14P,50.7,0.266,0.2032,0.91,0.3
101.8,39.9,0.84,32,1.22,18N16P,13.3,1.844,0.6882,0.98,1.52
99.3,10.1,0.61,77,1.29,12N10P,33.2,0.697,0.2903,1.03,0.37
45.8,59.8,0.92,68,1.15,12N14P,17.6,0.326,0.5945,0.92,0.46
57.1,55.3,0.87,73,1.15,9N6P,17.2,0.562,0.5614,0.92,0.66
74.1,27.7,0.96,44,1.15,12N8P,33.6,0.728,0.2956,0.92,0.56
80.6,56.9,0.6,18,1.18,9N6P,45.2,1.617,0.2119,0.94,1.36
57.3,28.9,0.89,53,1.16,36N30P,10.8,0.302,0.8616,0.93,0.35
47.6,16.5,0.57,67,1.27,24N22P,24.7,0.124,0.3818,1.02,0.14
69.0,25.2,0.68,15,1.17,36N30P,37.8,0.533,0.2634,0.94,0.44
45.1,56.1,0.9,96,1.19,24N22P,6.2,0.268,1.6054,0.95,0.42
64.3,41.7,0.78,86,1.2,24N22P,6.2,0.548,1.5798,0.96,0.63
53.0,40.4,0.98,74,1.29,9N6P,21.9,0.372,0.4279,1.03,0.42
81.5,46.9,0.67,38,1.22,12N14P,18.3,1.473,0.5127,0.98,1.15
112.3,53.2,0.99,71,1.13,18N16P,4.8,3.395,2.0761,0.9,2.47
67.5,31.9,0.77,11,1.12,12N14P,121.4,0.613,0.0759,0.9,0.53
77.2,15.1,0.8,21,1.11,12N8P,115.0,0.359,0.078,0.89,0.33
52.4,57.2,0.56,63,1.25,12N14P,13.1,0.516,0.6772,1.0,0.58
92.9,58.9,0.79,69,1.28,36N30P,2.4,2.38,4.1909,1.02,1.87
86.4,24.1,0.98,77,1.2,18N16P,10.9,0.72,0.8261,0.96,0.66
119.2,16.2,0.73,58,1.13,24N22P,12.9,1.564,0.7377,0.9,0.85
100.8,52.8,0.53,43,1.27,36N30P,3.7,2.888,2.5485,1.02,1.97
41.3,52.5,0.83,36,1.12,9N6P,52.8,0.197,0.182,0.9,0.33
74.2,25.9,0.92,54,1.29,24N20P,12.9,0.532,0.7636,1.03,0.52
64.4,48.0,0.67,46,1.21,36N30P,6.8,0.824,1.4823,0.97,0.73
62.5,31.5,0.87,22,1.16,18N16P,46.2,0.361,0.2138,0.93,0.45
116.4,37.0,0.76,52,1.18,36N30P,4.3,2.841,2.3072,0.94,1.84
64.7,15.2,0.78,98,1.23,18N16P,17.0,0.245,0.5077,0.98,0.23
98.3,20.5,0.69,77,1.2,24N20P,9.5,1.198,1.082,0.96,0.73
114.9,17.1,0.52,55,1.19,24N22P,11.2,1.479,0.7536,0.95,0.83
51.2,21.9,0.56,88,1.12,36N30P,9.9,0.163,0.9504,0.9,0.21
93.5,58.4,0.54,20,1.15,12N10P,25.1,2.33,0.3664,0.92,1.88
90.7,21.3,0.95,39,1.12,18N16P,29.0,1.022,0.3634,0.9,0.64
41.8,20.6,0.95,35,1.24,9N6P,130.5,0.093,0.0771,0.99,0.13
100.4,39.3,0.83,87,1.23,12N8P,8.2,2.707,1.2215,0.98,1.46
85.6,23.2,0.58,12,1.12,12N8P,121.7,0.849,0.0776,0.9,0.62
79.2,11.5,0.98,39,1.29,24N20P,39.9,0.298,0.2614,1.03,0.27
59.9,17.3,0.86,19,1.18,18N16P,97.4,0.261,0.0987,0.94,0.23
107.0,28.6,0.57,84,1.26,24N22P,5.1,2.1,1.8929,1.01,1.2
116.6,34.0,0.96,34,1.28,12N8P,20.3,3.839,0.4992,1.02,1.7
63.4,53.8,0.62,49,1.23,9N6P,22.6,0.765,0.4437,0.98,0.79
78.0,43.0,0.74,37,1.25,12N10P,21.3,1.438,0.4469,1.0,0.96
75.9,35.1,0.9,87,1.28,18N16P,7.9,0.727,1.2716,1.02,0.74
40.1,23.9,0.81,41,1.29,36N30P,22.4,0.103,0.4219,1.03,0.14
62.7,25.1,0.74,19,1.17,9N6P,131.4,0.367,0.075,0.94,0.36
76.1,48.0,0.62,38,1.16,9N6P,28.5,1.032,0.3495,0.93,1.02
86.1,16.7,0.62,70,1.12,24N22P,14.9,0.485,0.6546,0.9,0.46
95.9,38.6,0.96,91,1.15,24N22P,4.3,1.876,2.228,0.92,1.3
101.8,31.6,0.81,52,1.25,9N6P,20.6,1.545,0.4542,1.0,1.2
44.5,51.4,0.81,46,1.13,24N22P,13.1,0.205,0.6645,0.9,0.37
47.8,56.5,0.52,19,1.11,12N10P,54.3,0.316,0.1633,0.89,0.47
44.6,33.1,0.63,97,1.21,9N6P,26.5,0.12,0.3684,0.97,0.24
70.7,40.6,0.69,28,1.2,24N22P,16.7,0.829,0.5552,0.96,0.75
115.9,24.1,0.89,62,1.19,24N22P,7.8,1.959,1.1948,0.95,1.19
41.5,57.3,0.78,76,1.12,12N14P,18.6,0.237,0.5644,0.9,0.36
44.8,23.4,0.72,57,1.27,9N6P,56.3,0.132,0.1603,1.02,0.17
89.6,41.4,0.72,68,1.17,24N20P,5.5,1.642,1.7089,0.94,1.22
77.6,16.4,0.73,98,1.16,24N20P,11.2,0.372,0.8338,0.93,0.36
72.0,36.3,0.91,88,1.26,9N6P,16.0,0.96,0.6194,1.01,0.69
95.3,34.0,0.99,51,1.27,24N22P,7.7,2.152,1.2055,1.02,1.14
44.6,31.2,0.64,93,1.2,24N20P,10.4,0.149,0.8798,0.96,0.23
81.4,29.4,0.71,78,1.2,24N22P,7.4,0.998,1.294,0.96,0.72
118.3,57.1,0.94,28,1.24,36N30P,4.7,4.063,2.0377,0.99,2.94
48.8,51.2,0.9,31,1.15,12N8P,39.0,0.242,0.2487,0.92,0.45
48.7,22.7,0.75,20,1.14,9N6P,176.7,0.157,0.0534,0.91,0.2
82.4,53.4,0.69,85,1.24,12N10P,6.9,1.511,1.3412,0.99,1.33
40.0,57.3,0.67,37,1.22,24N22P,15.7,0.177,0.5812,0.98,0.34
113.9,49.2,0.51,50,1.13,9N6P,14.3,4.303,0.6959,0.9,2.35
86.3,15.9,0.52,52,1.24,9N6P,50.3,0.696,0.1934,0.99,0.44
113.5,20.7,0.59,95,1.22,24N20P,6.0,1.584,1.5921,0.98,0.98
115.8,21.2,0.58,41,1.24,12N14P,24.7,1.769,0.3651,0.99,1.04
45.6,59.4,0.55,33,1.17,24N20P,16.7,0.321,0.5972,0.94,0.45
83.0,36.9,0.72,17,1.13,36N30P,18.1,1.279,0.5099,0.9,0.93
96.7,20.4,0.91,64,1.15,12N14P,24.6,1.063,0.4184,0.92,0.7
43.0,57.9,0.86,19,1.16,36N30P,19.8,0.292,0.4571,0.93,0.39
86.7,22.4,0.81,40,1.16,9N6P,54.0,0.764,0.1948,0.93,0.62
57.9,43.6,0.97,92,1.25,9N6P,15.9,0.378,0.6116,1.0,0.54
78.3,15.3,0.71,25,1.27,12N14P,81.8,0.505,0.1097,1.02,0.34
105.2,34.2,0.8,41,1.1,36N30P,6.6,2.028,1.4115,0.88,1.39
106.8,13.7,0.76,82,1.23,9N6P,25.7,1.128,0.3215,0.98,0.57
59.1,58.9,0.84,60,1.15,12N8P,15.3,0.584,0.6807,0.92,0.76
93.9,59.0,0.98,93,1.2,12N8P,5.7,2.517,1.7754,0.96,1.91
100.5,20.0,0.98,86,1.16,12N14P,15.1,1.212,0.5771,0.93,0.74
40.3,11.9,0.81,15,1.23,12N14P,413.2,0.041,0.0246,0.98,0.07
64.1,51.3,0.57,79,1.15,12N14P,11.2,0.725,0.8624,0.92,0.77
100.6,45.3,0.93,96,1.1,12N10P,6.7,2.2,1.3875,0.88,1.69
44.3,32.6,0.68,80,1.28,12N14P,20.4,0.149,0.4174,1.02,0.24
79.6,50.1,0.66,32,1.29,9N6P,28.3,1.34,0.3572,1.03,1.17
72.4,14.8,0.65,50,1.2,12N10P,51.6,0.383,0.1855,0.96,0.29
40.1,13.8,0.78,16,1.19,18N16P,217.9,0.046,0.044,0.95,0.08
53.5,31.3,0.78,87,1.28,12N8P,17.5,0.232,0.5278,1.02,0.33
87.0,56.1,0.67,91,1.29,24N20P,3.0,1.924,3.3215,1.03,1.56
80.1,39.8,0.67,11,1.17,9N6P,106.5,1.25,0.089,0.94,0.94
108.3,39.8,0.55,77,1.3,24N22P,4.1,3.333,2.5237,1.04,1.72
112.4,57.7,0.76,33,1.3,9N6P,16.0,4.671,0.6068,1.04,2.68
84.2,28.4,0.96,36,1.18,9N6P,40.4,0.956,0.218,0.94,0.74
41.3,52.1,0.71,99,1.16,24N22P,6.8,0.167,1.386,0.93,0.33
89.9,37.0,0.72,36,1.25,24N20P,10.8,1.22,0.8668,1.0,1.1
58.2,10.1,0.85,29,1.17,12N10P,159.7,0.078,0.0564,0.94,0.13
59.2,46.4,0.85,21,1.17,24N20P,24.1,0.421,0.3823,0.94,0.6
116.2,14.9,0.57,46,1.25,12N8P,31.8,1.666,0.2913,1.0,0.74
82.9,54.1,0.69,94,1.29,9N6P,7.6,2.176,1.1798,1.03,1.37
70.0,49.4,0.75,29,1.1,36N30P,9.9,0.849,0.9493,0.88,0.89
90.8,21.8,0.94,34,1.19,12N10P,40.7,0.937,0.23,0.95,0.66
106.2,24.9,0.6,56,1.11,36N30P,6.7,1.259,1.4394,0.89,1.03
63.8,34.0,0.82,49,1.22,24N20P,11.8,0.527,0.7385,0.98,0.51
47.4,31.9,0.83,91,1.16,12N8P,21.8,0.179,0.4471,0.93,0.26
48.5,54.6,0.87,75,1.27,12N8P,14.2,0.297,0.7055,1.02,0.47
100.3,18.8,0.8,65,1.19,12N14P,23.8,0.847,0.4224,0.95,0.7
92.7,21.9,0.98,95,1.21,18N16P,9.7,1.147,1.0047,0.97,0.69
66.6,56.3,0.6,17,1.21,24N22P,20.6,0.937,0.4451,0.97,0.92
66.6,30.6,0.78,89,1.18,24N20P,6.8,0.453,1.2237,0.94,0.5
60.7,14.6,0.75,34,1.26,24N22P,47.6,0.162,0.2166,1.01,0.2
73.1,17.1,0.95,17,1.15,24N20P,75.6,0.321,0.1391,0.92,0.34
73.6,40.6,0.7,13,1.26,12N8P,69.7,0.743,0.141,1.01,0.81
80.3,40.6,0.66,44,1.17,24N22P,9.9,0.915,0.9712,0.94,0.96
57.7,57.8,1.0,90,1.16,12N10P,9.0,0.597,0.976,0.93,0.71
94.1,16.7,0.71,56,1.2,24N22P,15.8,0.754,0.6125,0.96,0.54
85.4,21.1,0.92,81,1.18,12N14P,19.5,0.664,0.494,0.94,0.57
86.6,49.5,0.98,91,1.28,12N14P,6.5,2.237,1.4294,1.02,1.36
89.6,21.2,0.92,79,1.27,36N30P,6.1,0.76,1.6427,1.02,0.63
85.1,46.3,0.56,52,1.27,24N20P,6.2,1.399,1.5142,1.02,1.23
117.1,31.9,0.9,69,1.16,9N6P,14.4,2.375,0.65,0.93,1.61
83.9,28.2,0.75,72,1.18,24N22P,7.8,1.027,1.1604,0.94,0.73
105.6,48.8,0.99,92,1.25,9N6P,7.4,4.031,1.281,1.0,2.0
51.0,18.8,0.89,37,1.28,24N22P,34.9,0.179,0.2545,1.02,0.18
79.1,56.5,0.68,43,1.18,12N14P,13.6,1.305,0.6553,0.94,1.3
107.7,16.2,0.86,90,1.14,36N30P,6.3,0.895,1.5551,0.91,0.69
117.1,34.2,0.55,86,1.24,36N30P,2.6,4.031,3.7519,0.99,1.72
43.1,44.0,0.98,85,1.27,9N6P,23.3,0.194,0.4221,1.02,0.3
48.5,17.3,0.87,49,1.19,24N20P,33.7,0.093,0.2737,0.95,0.15
110.5,18.4,0.59,86,1.26,9N6P,19.4,1.713,0.4828,1.01,0.83
88.3,54.7,0.61,58,1.27,9N6P,11.7,2.51,0.7755,1.02,1.57
107.5,42.4,0.67,11,1.1,12N8P,63.6,3.04,0.1607,0.88,1.8
54.0,55.2,0.92,78,1.15,9N6P,17.4,0.451,0.5627,0.92,0.59
84.6,15.3,0.95,34,1.19,24N20P,32.4,0.552,0.2999,0.95,0.4
87.0,30.5,0.88,28,1.27,18N16P,23.5,1.055,0.4069,1.02,0.85
80.9,51.8,0.55,95,1.1,24N22P,3.8,1.133,2.5465,0.88,1.25
111.0,53.7,0.97,88,1.16,12N10P,5.6,3.431,1.7574,0.93,2.43
99.6,28.9,0.8,62,1.11,24N20P,8.8,1.535,1.1471,0.89,1.05
110.5,26.1,0.9,24,1.28,12N14P,36.5,2.51,0.2564,1.02,1.17
112.5,43.5,0.57,61,1.29,12N10P,7.4,3.129,1.1263,1.03,2.02
116.7,41.7,0.74,77,1.12,9N6P,9.7,3.549,0.9166,0.9,2.09
62.7,38.3,0.84,44,1.18,12N10P,27.3,0.461,0.3544,0.94,0.55
100.5,13.0,0.6,51,1.28,12N14P,41.1,0.768,0.2487,1.02,0.48
82.0,40.4,0.68,65,1.16,18N16P,9.0,1.084,1.0838,0.93,1.0
45.9,43.6,0.89,61,1.22,24N20P,11.7,0.228,0.8289,0.98,0.34
94.9,45.7,0.51,24,1.25,12N10P,29.2,1.838,0.3801,1.0,1.51
51.0,59.9,0.64,53,1.16,24N22P,8.4,0.366,1.0707,0.93,0.57
83.8,37.7,0.55,45,1.28,9N6P,25.0,1.249,0.3971,1.02,0.97
104.7,24.3,0.82,60,1.15,36N30P,5.9,1.62,1.5259,0.92,0.98
72.4,50.8,0.84,33,1.2,12N8P,24.0,1.123,0.4165,0.96,0.98
84.7,53.1,0.55,70,1.22,36N30P,2.9,2.158,3.3538,0.98,1.4
64.6,58.4,0.65,69,1.18,18N16P,7.2,0.826,1.3247,0.94,0.9
107.8,47.7,0.85,65,1.11,24N22P,4.6,3.478,2.1494,0.89,2.04
62.3,37.9,0.61,44,1.28,36N30P,8.6,0.434,1.1481,1.02,0.54
50.5,36.9,0.74,26,1.2,18N16P,40.2,0.309,0.2468,0.96,0.35
94.1,28.4,0.7,50,1.13,9N6P,27.5,1.144,0.3285,0.9,0.92
53.2,22.6,0.86,30,1.12,12N8P,84.0,0.18,0.1137,0.9,0.24
43.7,45.3,0.75,68,1.19,24N22P,10.3,0.215,0.8986,0.95,0.32
57.6,33.1,0.91,86,1.18,24N20P,8.7,0.398,1.0906,0.94,0.4
92.4,28.6,0.57,61,1.25,24N22P,8.1,1.086,1.1743,1.0,0.9
84.5,58.4,0.81,50,1.27,24N20P,5.3,2.285,1.8049,1.02,1.53
68.0,38.7,0.52,90,1.27,9N6P,14.0,0.901,0.654,1.02,0.66
73.6,27.5,0.94,70,1.12,24N20P,9.9,0.642,0.9039,0.9,0.55
61.8,20.9,0.55,33,1.19,12N10P,65.5,0.346,0.1464,0.95,0.29
115.3,48.7,0.99,50,1.2,24N20P,5.2,4.702,1.9472,0.96,2.38
40.7,40.1,0.84,88,1.25,12N8P,21.0,0.131,0.4973,1.0,0.24
61.6,29.3,0.78,99,1.21,12N8P,15.7,0.367,0.6161,0.97,0.41
85.6,17.4,0.93,53,1.15,9N6P,47.3,0.752,0.1952,0.92,0.47
99.3,14.0,0.87,80,1.24,9N6P,33.5,0.613,0.2987,0.99,0.51
58.6,57.5,0.75,91,1.2,24N22P,4.7,0.653,2.0959,0.96,0.73
41.8,29.6,0.65,56,1.3,18N16P,24.7,0.105,0.3811,1.04,0.19
117.0,30.4,0.91,12,1.2,18N16P,40.0,3.265,0.2226,0.96,1.53
74.7,28.2,0.62,33,1.26,18N16P,26.6,0.71,0.3801,1.01,0.58
107.2,41.6,0.92,71,1.14,9N6P,11.9,2.376,0.7823,0.91,1.76
90.1,42.0,0.53,83,1.28,12N14P,7.8,2.12,1.1726,1.02,1.25
54.8,47.8,0.5,76,1.13,24N22P,7.2,0.382,1.2978,0.9,0.53
103.7,50.7,0.64,16,1.24,12N8P,30.6,3.52,0.3039,0.99,2.0
48.1,33.3,0.6,16,1.26,18N16P,73.9,0.182,0.1381,1.01,0.28
40.4,27.3,0.78,31,1.21,12N8P,82.6,0.083,0.1152,0.97,0.16
111.6,22.4,0.6,94,1.25,36N30P,3.8,2.04,2.5745,1.0,1.03
87.3,33.4,0.96,65,1.12,12N8P,15.6,1.022,0.6084,0.9,0.94
56.2,22.5,0.74,43,1.11,12N10P,56.8,0.197,0.1717,0.89,0.26
110.6,52.0,0.85,87,1.16,24N20P,2.9,3.817,3.3649,0.93,2.34
47.5,40.5,0.65,18,1.2,12N8P,82.0,0.273,0.118,0.96,0.34
69.3,20.2,0.86,31,1.2,24N20P,37.7,0.371,0.297,0.96,0.36
80.9,47.7,0.79,90,1.18,12N10P,7.6,1.693,1.1795,0.94,1.15
100.8,36.1,0.95,52,1.2,12N10P,15.3,1.703,0.6543,0.96,1.35
64.3,34.0,0.81,38,1.15,36N30P,12.1,0.426,0.8169,0.92,0.52
79.8,42.6,0.61,59,1.19,12N10P,13.7,1.053,0.692,0.95,1.0
44.9,18.9,0.89,45,1.18,12N10P,82.8,0.09,0.1252,0.94,0.14
86.8,48.8,0.94,85,1.22,24N20P,3.9,2.016,2.5192,0.98,1.35
74.6,59.8,0.93,24,1.18,24N22P,13.0,1.396,0.7205,0.94,1.22
108.8,54.6,0.78,70,1.26,36N30P,2.1,5.06,4.5644,1.01,2.38
62.8,30.9,0.97,75,1.14,9N6P,26.3,0.347,0.3511,0.91,0.45
93.4,27.2,0.6,65,1.23,36N30P,5.3,1.611,1.7739,0.98,0.87
72.9,11.4,0.69,74,1.17,12N10P,42.8,0.254,0.2073,0.94,0.22
49.8,17.9,0.73,71,1.14,12N8P,45.3,0.094,0.2042,0.91,0.16
64.2,31.1,0.96,77,1.12,24N20P,10.2,0.476,0.9734,0.9,0.47
88.8,54.2,0.62,42,1.11,36N30P,4.7,2.018,1.956,0.89,1.57
80.0,53.8,0.54,26,1.2,18N16P,16.0,1.229,0.5858,0.96,1.27
99.4,33.7,0.76,41,1.17,9N6P,26.0,1.763,0.3494,0.94,1.22
44.6,47.9,0.56,93,1.17,12N8P,14.1,0.197,0.6626,0.94,0.35
63.5,34.5,0.72,11,1.19,12N8P,119.5,0.591,0.0821,0.95,0.51
108.5,59.9,0.66,46,1.1,24N20P,5.4,4.579,1.917,0.88,2.59
45.9,33.6,0.53,56,1.28,12N10P,31.9,0.228,0.3162,1.02,0.26
66.2,23.4,0.77,49,1.22,9N6P,48.3,0.443,0.1986,0.98,0.38
70.6,38.2,0.92,28,1.15,12N8P,38.3,0.749,0.2471,0.92,0.7
106.0,34.2,0.6,81,1.25,24N20P,4.0,2.266,2.1427,1.0,1.41
89.2,23.8,0.71,67,1.21,24N22P,9.5,0.973,0.9969,0.97,0.7
112.2,49.6,0.87,80,1.17,12N8P,6.1,3.911,1.5096,0.94,2.3
64.3,35.0,0.83,77,1.26,24N22P,7.6,0.695,1.2432,1.01,0.53
60.2,54.1,0.71,67,1.28,36N30P,3.9,0.776,2.3948,1.02,0.72
61.1,12.5,0.95,96,1.28,24N20P,17.5,0.173,0.5295,1.02,0.17
112.5,43.2,0.59,61,1.26,12N8P,8.6,3.499,1.0918,1.01,2.01
115.5,54.9,1.0,86,1.19,36N30P,1.7,4.723,5.6245,0.95,2.69
83.0,54.2,0.55,94,1.22,12N10P,6.3,1.724,1.5009,0.98,1.37
91.6,24.3,0.5,25,1.21,36N30P,15.5,1.21,0.59,0.97,0.75
94.5,18.2,0.86,43,1.23,36N30P,12.3,0.816,0.7872,0.98,0.6
72.5,26.2,0.79,90,1.14,24N20P,8.9,0.601,1.1175,0.91,0.51
44.0,56.1,0.6,34,1.18,24N20P,18.1,0.196,0.5624,0.94,0.4
90.1,16.7,0.87,26,1.26,36N30P,21.9,0.518,0.4258,1.01,0.5
70.4,38.1,0.89,98,1.13,12N10P,10.9,0.786,0.8464,0.9,0.69
98.6,57.8,0.6,40,1.13,12N8P,12.1,3.472,0.7508,0.9,2.07
64.3,22.1,0.93,95,1.12,12N8P,23.5,0.352,0.4281,0.9,0.34
58.9,46.9,0.87,61,1.29,36N30P,5.1,0.571,1.8445,1.03,0.6
102.4,26.3,0.9,27,1.18,24N20P,19.7,1.238,0.4956,0.94,1.01
78.2,25.9,0.96,47,1.16,12N10P,30.5,0.825,0.3151,0.93,0.58
105.4,58.8,0.57,29,1.17,12N14P,14.9,4.154,0.6143,0.94,2.4
73.0,12.1,0.69,51,1.29,24N20P,30.1,0.279,0.3349,1.03,0.24
53.9,43.7,0.81,99,1.23,24N22P,6.0,0.397,1.6211,0.98,0.47
104.3,28.4,0.75,67,1.23,18N16P,8.6,2.304,1.0632,0.98,1.14
77.4,26.0,0.95,95,1.26,36N30P,4.8,0.758,2.0619,1.01,0.57
80.9,44.4,0.93,80,1.14,12N14P,10.6,1.433,0.9372,0.91,1.07
60.6,48.8,0.56,14,1.26,9N6P,91.7,0.626,0.1128,1.01,0.66
70.5,17.4,0.54,18,1.13,24N20P,72.1,0.403,0.1447,0.9,0.32
90.4,19.8,0.67,83,1.11,18N16P,13.5,0.765,0.7177,0.89,0.59
104.5,19.1,0.97,10,1.29,18N16P,86.0,1.184,0.1113,1.03,0.77
75.5,17.6,0.8,91,1.23,36N30P,7.3,0.394,1.2805,0.98,0.37
54.7,13.7,0.94,50,1.28,18N16P,47.7,0.131,0.2018,1.02,0.15
55.7,33.3,0.78,66,1.29,9N6P,30.1,0.259,0.3359,1.03,0.38
75.6,40.0,0.85,83,1.2,36N30P,3.9,1.125,2.5873,0.96,0.84
117.4,22.1,0.61,43,1.11,18N16P,17.2,2.18,0.543,0.89,1.12
69.8,19.2,0.63,83,1.28,18N16P,16.2,0.462,0.6162,1.02,0.34
118.8,21.3,0.78,70,1.28,9N6P,19.6,2.342,0.4948,1.02,1.1
111.3,27.9,0.73,87,1.13,9N6P,13.5,2.099,0.6663,0.9,1.27
78.4,42.4,0.87,57,1.18,12N10P,16.3,1.21,0.6405,0.94,0.96
90.2,18.2,0.69,94,1.25,12N10P,16.7,0.824,0.5592,1.0,0.54
114.9,28.7,0.5,80,1.15,24N22P,5.7,2.93,1.7789,0.92,1.39
50.2,27.1,0.62,98,1.24,18N16P,14.2,0.196,0.7074,0.99,0.25
88.7,19.1,0.84,66,1.29,24N20P,11.1,0.652,0.8311,1.03,0.55
85.9,34.7,0.97,10,1.11,12N10P,98.4,1.306,0.0947,0.89,0.94
112.0,49.2,0.94,77,1.2,9N6P,8.9,3.823,1.1043,0.96,2.27
52.9,55.3,0.65,23,1.28,18N16P,23.9,0.563,0.3686,1.02,0.57
111.7,36.2,0.8,32,1.14,24N22P,11.3,3.587,0.8567,0.91,1.66
92.1,56.4,0.68,18,1.29,24N22P,13.2,2.768,0.7,1.03,1.76
71.3,16.3,0.79,27,1.13,12N10P,92.3,0.349,0.1016,0.9,0.3
46.4,55.8,0.68,95,1.13,9N6P,14.6,0.347,0.5899,0.9,0.44
48.3,15.2,0.93,16,1.21,24N20P,120.7,0.081,0.0791,0.97,0.13
52.2,46.0,0.78,98,1.14,18N16P,9.0,0.355,1.1375,0.91,0.46
87.6,25.3,1.0,42,1.26,12N10P,30.8,1.181,0.3356,1.01,0.71
49.9,27.0,0.61,45,1.15,24N20P,21.9,0.179,0.3979,0.92,0.25
68.6,54.5,0.79,83,1.16,18N16P,6.4,0.923,1.5446,0.93,0.94
80.8,22.2,0.77,38,1.16,12N10P,40.7,0.625,0.2278,0.93,0.53
85.0,20.8,0.89,84,1.28,24N20P,8.8,0.667,1.0916,1.02,0.55
92.4,51.5,0.95,52,1.26,9N6P,13.9,2.503,0.6718,1.01,1.62
100.1,59.4,0.51,79,1.22,12N8P,5.8,2.947,1.6759,0.98,2.19
117.0,21.8,0.78,95,1.12,24N22P,6.2,2.102,1.5788,0.9,1.1
94.1,48.8,0.51,56,1.1,9N6P,14.8,1.784,0.6197,0.88,1.59
98.2,32.3,0.82,40,1.1,18N16P,16.1,1.18,0.6055,0.88,1.14
40.5,36.8,0.99,47,1.24,18N16P,27.4,0.127,0.356,0.99,0.22
60.2,39.6,0.7,22,1.17,36N30P,18.9,0.341,0.5264,0.94,0.53
103.0,28.6,0.67,32,1.13,24N22P,15.0,1.871,0.62,0.9,1.12
62.2,36.0,0.63,69,1.17,12N10P,19.6,0.527,0.5196,0.94,0.51
85.0,47.1,0.99,60,1.13,36N30P,4.2,1.521,2.3285,0.9,1.25
90.6,11.6,1.0,61,1.24,36N30P,13.0,0.441,0.6834,0.99,0.35
49.1,21.1,0.55,35,1.14,24N20P,39.7,0.165,0.2368,0.91,0.19
76.1,41.0,0.54,39,1.22,12N10P,22.5,0.948,0.4312,0.98,0.87
61.3,49.9,0.89,22,1.29,12N8P,39.5,0.6,0.2458,1.03,0.69
58.5,23.3,0.71,11,1.26,36N30P,62.9,0.278,0.1618,1.01,0.29
96.3,31.2,0.86,28,1.23,24N20P,15.3,1.346,0.5974,0.98,1.06
60.4,39.6,0.56,26,1.21,12N10P,39.5,0.531,0.2169,0.97,0.53
45.5,44.7,0.82,43,1.21,24N22P,14.2,0.214,0.5918,0.97,0.34
61.0,26.7,0.82,33,1.19,36N30P,17.8,0.343,0.5452,0.95,0.37
40.4,12.0,0.99,73,1.17,36N30P,29.0,0.037,0.3394,0.94,0.07
69.1,32.3,0.72,12,1.29,24N22P,44.4,0.595,0.1984,1.03,0.57
59.2,15.7,0.71,26,1.27,24N22P,56.1,0.192,0.1753,1.02,0.2
92.9,45.0,0.56,41,1.24,18N16P,10.3,1.707,0.9294,0.99,1.43
52.6,40.5,0.81,82,1.28,24N22P,7.6,0.312,1.2621,1.02,0.41
73.9,55.8,0.56,85,1.26,12N10P,7.3,1.025,1.2807,1.01,1.12
61.9,48.9,0.79,30,1.19,12N14P,31.1,0.794,0.3078,0.95,0.69
47.6,48.8,0.77,65,1.26,12N8P,17.4,0.214,0.5354,1.01,0.41
92.9,55.9,0.6,96,1.29,24N20P,2.4,2.883,3.7441,1.03,1.77
44.9,35.6,0.54,27,1.29,18N16P,39.1,0.168,0.2385,1.03,0.26
52.6,11.1,0.67,71,1.16,9N6P,102.2,0.08,0.1027,0.93,0.11
48.4,27.3,0.74,99,1.24,24N20P,9.4,0.152,0.9159,0.99,0.24
115.7,52.6,0.67,87,1.14,18N16P,3.8,5.19,2.6415,0.91,2.59
92.8,53.1,0.88,49,1.27,24N22P,6.1,2.469,1.7669,1.02,1.68
64.9,29.2,0.83,41,1.13,12N8P,41.3,0.53,0.2501,0.9,0.45
118.4,36.8,0.76,40,1.2,36N30P,5.0,3.5,1.8266,0.96,1.9
87.8,35.2,0.93,30,1.11,36N30P,11.4,1.518,0.8861,0.89,1.0
112.2,25.9,0.86,45,1.3,12N10P,19.1,2.368,0.4928,1.04,1.2
94.4,29.5,0.93,17,1.14,12N10P,58.7,1.087,0.1553,0.91,0.97
73.5,22.7,0.65,21,1.16,12N14P,84.5,0.374,0.1173,0.93,0.45
41.8,58.0,0.54,11,1.24,36N30P,34.9,0.29,0.2824,0.99,0.37
76.4,59.2,0.66,13,1.18,18N16P,32.0,1.784,0.3007,0.94,1.27
