id,stator_od_mm,stator_id_mm,stack_length_mm,slots,poles,turns_per_slot,airgap_mm,ref_voltage_v,kv_rpm_v,kt_nm_a,rated_torque_nm,rated_current_a,resistance_ohm,efficiency_est,mass_est_kg
211,75.43,39.18,31.51,18,16,80,0.725,24,23.406099749177685,0.4124,0.7000097140587689,1.7,2.2833,0.267,4.812
212,37.9,21.85,54.89,18,16,6,0.358,12,298.8177106345251,0.0325,0.21832570463701634,6.51,0.0665,0.1207,1.935
213,62.25,40.01,73.18,24,22,15,0.872,24,37.05829252683762,0.2612,0.8197599221126677,3.21,0.6005,0.1496,6.117
214,98.37,54.74,55.04,12,10,23,0.371,24,45.82930630299431,0.2096,2.9204434618410597,14.17,0.0955,0.4476,13.515
215,143.06,97.33,163.29,12,14,30,0.37,48,5.896279635462117,1.6406,28.348882170850434,16.51,0.286,0.5393,65.969
216,101.31,51.65,54.68,12,8,8,0.918,48,153.68781200244248,0.0627,2.8136536563798993,43.45,0.0106,0.259,15.271
217,61.39,41.53,82.42,24,22,79,0.743,24,5.603938568771146,1.7012,1.400725513325908,0.79,14.3195,0.2161,6.192
218,108.72,66.15,48.51,12,8,69,0.347,48,13.196062682123083,0.7119,4.191221282311116,5.87,0.665,0.6005,13.275
219,38.3,23.16,50.39,12,8,79,0.834,12,36.81342690344524,0.2593,0.1088262090762748,0.41,8.9996,0.2668,1.723
220,104.44,64.69,96.05,24,22,62,0.897,48,4.159321758043039,2.3335,9.57065610482018,3.91,2.7243,0.3783,23.73
221,68.22,46.88,81.32,9,6,18,0.987,24,56.246551337026126,0.1713,1.5864555561508997,9.04,0.1226,0.6123,7.341
222,68.19,35.6,74.18,12,8,41,0.316,24,26.965927241761143,0.3599,1.5086764660191383,4.13,0.6868,0.4871,9.22
223,144.29,78.38,51.92,9,6,59,0.569,48,16.69040955382934,0.5616,11.531180957472117,21.56,0.1425,0.7036,28.005
224,145.01,105.99,190.28,12,10,56,0.548,48,2.786704045450195,3.4168,12.9012517082791,3.91,2.5964,0.4553,68.505
225,118.0,66.81,37.99,18,16,12,0.516,48,65.71977655352246,0.1458,4.055808458903236,26.97,0.0283,0.2306,13.209
226,74.57,47.13,70.23,9,6,22,0.637,24,55.5392713595023,0.1733,1.2002912085257527,6.71,0.1801,0.4624,8.619
227,45.38,23.13,64.94,18,12,69,0.451,12,21.657778553139384,0.4368,0.41726447619070084,0.93,6.3073,0.2048,3.639
228,56.95,34.43,83.03,12,10,39,0.755,12,26.621508854727967,0.3623,0.5829690170977389,1.69,1.7545,0.2937,6.28
229,50.81,35.74,56.94,18,16,39,0.954,12,28.788395010276474,0.3265,0.23137759641710795,0.7,4.3375,0.2013,2.728
230,74.93,46.27,80.56,12,10,58,0.644,24,13.824883953241972,0.6867,2.529241731368172,3.83,1.1679,0.4754,10.286
231,108.54,54.32,153.35,24,20,53,0.545,48,3.94202269436434,2.3744,10.049298962922133,4.16,3.3367,0.2798,49.767
232,80.78,47.36,57.33,36,24,78,0.352,24,4.568059723353172,2.0765,2.0828720497997377,1.03,11.4043,0.2099,9.026
233,87.06,46.24,102.06,12,10,56,0.338,24,12.417280994367367,0.7789,3.293428525491905,4.41,1.2004,0.3978,20.415
234,36.87,26.98,10.54,24,20,63,0.738,12,78.51439358814113,0.1227,0.038077733703161976,0.31,4.9697,0.175,0.245
235,41.97,21.67,35.37,18,16,10,0.748,12,269.54694498636894,0.0355,0.17707356142543554,4.99,0.0972,0.0983,1.68
236,149.8,86.28,73.1,36,24,20,0.713,48,8.60756886142994,1.1157,17.463001204560562,15.72,0.2539,0.3932,40.295
237,134.12,79.14,58.28,12,14,7,0.779,48,88.16094157663055,0.1091,8.228191469286589,75.03,0.0063,0.3085,25.116
238,77.75,42.33,94.81,12,8,13,0.495,24,59.49058445472705,0.1596,2.4569002913385902,14.88,0.0765,0.4053,14.82
239,79.36,54.61,92.93,9,6,21,0.562,24,39.681828094795506,0.2374,1.1708544524425075,4.88,0.304,0.4515,11.324
240,105.9,58.68,31.56,9,6,43,0.614,48,57.800801759146395,0.1649,1.72190470260733,10.09,0.1473,0.5175,9.016
241,62.39,34.59,60.71,24,22,15,0.918,24,49.51292911156551,0.1959,1.149536284734843,6.11,0.2627,0.1866,6.015
242,122.76,76.79,139.22,12,14,65,0.465,48,4.74751235229603,1.9896,8.639069152806192,4.4,1.958,0.3891,46.935
243,86.78,52.1,89.01,18,16,10,0.371,24,44.86525066497913,0.2135,3.4619228424109147,15.67,0.0775,0.2646,15.758
244,87.79,65.51,118.17,12,14,37,0.814,24,10.93146542588868,0.866,3.1593392645734406,3.8,1.0976,0.3949,14.836
245,87.94,52.62,70.66,18,16,25,0.385,24,22.49334208601537,0.4308,3.044423796639892,6.89,0.3608,0.3557,12.897
246,104.39,73.86,130.56,36,30,51,0.657,48,2.22331170094441,4.4283,6.9930542297237,1.51,11.2979,0.2682,26.118
247,71.15,51.08,77.42,24,22,33,0.609,24,12.295471739354573,0.7708,1.2157789750829697,1.64,2.7848,0.2509,6.98
248,63.82,38.25,24.78,36,30,8,0.501,24,154.81795288988425,0.0626,0.3518573827768609,5.69,0.0986,0.0536,2.377
249,63.24,43.95,82.28,24,22,10,0.32,24,39.11804713632711,0.2393,1.7420561275982775,7.19,0.2007,0.2379,6.255
250,111.65,58.97,26.31,36,30,34,0.899,48,21.037443146078974,0.4612,2.1647747680202145,4.84,0.556,0.1512,8.693
251,76.43,43.03,53.31,18,12,55,0.658,24,16.230092642692668,0.5898,1.3170493737465157,2.19,1.9054,0.3903,7.819
252,35.7,19.0,12.69,36,24,50,0.775,12,91.99315391532451,0.1055,0.028744660190396478,0.27,6.5561,0.0806,0.426
253,34.67,21.22,27.82,36,30,49,0.546,12,37.313415486379164,0.2536,0.09862717313922933,0.38,9.4122,0.1152,0.769
254,44.96,24.22,58.57,36,30,17,0.953,12,45.21611657938412,0.2069,0.18393223035652798,0.89,2.8378,0.0582,3.088
255,142.63,100.59,148.46,36,30,10,0.72,48,6.697460600687786,1.4426,25.789861093517022,18.8,0.2052,0.3926,55.806
256,58.31,31.77,81.15,36,24,18,0.579,12,24.062293071211876,0.3939,0.9145987800498192,2.41,1.5288,0.2011,7.129
257,139.17,74.56,105.59,18,16,39,0.694,48,6.119455319119367,1.5806,16.690448691417462,10.72,0.5361,0.4508,53.594
258,37.04,22.57,29.49,36,24,5,0.314,12,298.7626086855852,0.0322,0.10165775104441631,3.25,0.1188,0.0544,0.935
259,124.71,72.62,75.55,9,6,64,0.847,48,11.095865609071007,0.8418,6.733308569840291,7.93,0.5232,0.6395,28.546
260,66.43,37.27,85.24,9,6,44,0.651,24,29.66762263221447,0.3281,1.054368529840051,3.22,0.8388,0.4651,9.474
261,97.96,66.2,102.49,18,12,32,0.37,24,8.069024725113792,1.1635,4.616495812862388,4.04,1.1201,0.4583,19.64
262,55.27,39.18,59.26,12,8,5,0.944,12,308.2517404060311,0.031,0.24398673955918893,7.73,0.0376,0.1617,3.312
263,34.31,24.5,23.99,9,6,61,0.741,12,110.46882629870065,0.0851,0.02733050796509545,0.33,3.9265,0.2542,0.509
264,147.93,95.9,204.75,12,8,62,0.426,48,2.3632066787198003,3.9398,31.96463163148693,8.28,1.4255,0.4634,95.473
265,36.18,22.27,52.46,18,16,28,0.307,12,64.34283893357855,0.1514,0.12769986787898768,0.88,2.2036,0.1894,1.568
266,75.05,37.62,43.11,12,8,7,0.843,24,283.3162612113675,0.0339,0.818892473765086,23.38,0.0134,0.2001,6.682
267,123.92,88.75,99.31,12,10,16,0.545,48,21.535824558035028,0.4375,6.494958089425202,15.51,0.1068,0.4859,27.3
268,108.55,76.47,35.51,9,6,6,0.684,48,245.3642170987145,0.0391,0.6869037896062723,17.27,0.0145,0.1804,7.749
269,65.22,43.19,73.21,36,30,23,0.607,24,15.484648610282013,0.614,1.2645857944959944,1.97,2.2059,0.1643,6.428
270,138.43,73.7,181.33,12,10,19,0.398,48,11.279820256623584,0.85,33.21958513778734,40.57,0.0776,0.5818,91.517
271,109.96,57.4,53.63,9,6,75,0.513,48,18.456807119696013,0.5075,2.571551517626611,5.13,0.6953,0.5062,17.341
272,76.78,47.28,62.19,18,16,20,0.937,24,33.58655022892631,0.2791,2.498358790507576,8.8,0.1993,0.3804,8.366
273,55.48,31.03,77.53,24,22,25,0.93,12,24.561695922550673,0.3936,1.0883480111006858,2.76,1.2085,0.2196,6.027
274,131.65,86.71,176.06,18,12,50,0.763,48,2.4680974154406012,3.7621,33.40026435363872,8.92,1.3219,0.465,63.494
275,47.69,32.65,34.27,36,30,11,0.459,12,81.76168293458036,0.1181,0.2709248907104298,2.26,0.4446,0.1482,1.522
276,33.75,19.62,49.43,12,10,67,0.442,12,47.22721107164847,0.2051,0.07808553233222601,0.36,8.3227,0.2098,1.371
277,131.03,69.82,142.25,12,8,64,0.371,48,5.21152630347376,1.8291,17.841135856629815,9.32,0.9144,0.5281,64.278
278,57.6,32.68,48.85,12,8,55,0.397,12,36.52216578519467,0.2636,0.6408561450789444,2.43,1.0879,0.4229,4.04
279,85.52,50.49,60.29,36,24,39,0.393,24,8.995584881356473,1.0723,1.8125048816060556,1.71,3.636,0.2363,10.558
280,41.74,30.37,35.79,18,16,11,0.667,12,198.66989116103133,0.0473,0.10629992572036817,2.27,0.2491,0.1119,1.078
281,85.9,57.34,83.44,12,14,39,0.694,24,17.465863045855475,0.5485,2.1877888803568086,4.07,0.7902,0.3367,12.55
282,144.58,77.03,209.97,24,22,31,0.83,48,2.8703033579336785,3.2505,28.74015593657932,9.3,1.1962,0.3345,115.533
283,92.55,65.53,108.2,36,24,37,0.563,24,4.052938227885778,2.3906,5.561498727490848,2.42,4.2737,0.2593,16.985
284,64.63,42.02,44.01,18,16,24,0.514,24,49.403507422877155,0.1894,0.7938244744864764,4.31,0.3582,0.2469,3.901
285,71.96,37.65,16.17,12,10,54,0.379,24,100.19080887656945,0.0971,0.4182263265470475,4.13,0.3005,0.2827,2.236
286,42.59,28.22,61.48,12,10,44,0.436,12,44.51549622189975,0.2143,0.21223671466517005,1.03,2.4263,0.2714,2.3
287,103.6,53.76,57.7,24,22,35,0.434,48,14.75275896477835,0.6428,3.2197045156878645,4.88,0.7688,0.2205,16.635
288,95.79,59.29,67.86,12,14,65,0.567,24,11.064553913948968,0.88,2.1845958190622428,2.58,1.7733,0.3256,14.118
289,138.77,77.7,146.4,18,16,49,0.528,48,3.922307138983358,2.3899,20.294691486959675,8.27,1.1703,0.4285,71.129
290,143.52,99.41,29.02,9,6,79,0.711,48,18.29987442154412,0.5197,1.537812836103847,3.08,1.122,0.5324,11.43
291,131.95,95.61,123.46,12,14,72,0.623,48,3.161443269755242,3.105,13.3388995306265,4.48,2.0041,0.48,37.537
292,62.46,34.96,42.93,9,6,63,0.998,24,47.18888550743825,0.2042,0.40801921003547187,2.1,1.0556,0.3901,4.227
293,127.58,69.02,150.71,18,16,15,0.828,48,13.559459440635457,0.7062,15.977358140673877,23.11,0.1301,0.4001,63.784
294,81.92,54.56,61.01,9,6,11,0.307,24,114.51294958366587,0.0831,0.857179395822706,10.3,0.0548,0.3572,8.373
295,45.21,33.55,32.0,12,10,62,0.98,12,47.86669548283016,0.1968,0.10193811051605642,0.52,4.1261,0.2862,1.079
296,134.55,99.47,187.42,12,8,63,0.963,48,2.455713899364223,3.8179,11.066397232053147,3.01,3.7127,0.4694,56.554
297,34.15,18.73,19.64,24,20,72,0.607,12,61.39647438489742,0.1577,0.05379570803199565,0.34,7.7106,0.1455,0.589
298,148.03,80.37,59.99,36,24,14,0.364,48,13.975967415762344,0.6926,13.745188934320609,19.25,0.121,0.3507,34.079
299,116.98,60.63,111.16,18,12,49,0.991,48,6.020393952573992,1.5534,10.237583333739417,6.67,1.1052,0.4853,40.897
300,74.64,44.73,37.72,24,22,76,0.653,24,13.849604318841763,0.7,1.1775399715783446,1.66,3.3223,0.3076,4.949
301,98.2,54.44,120.73,18,12,63,0.751,24,5.293716305791165,1.7913,8.396342094738253,4.8,2.1057,0.283,29.642
302,39.54,27.16,57.59,12,14,48,0.355,12,40.54082254924168,0.2322,0.17628752664904843,0.74,3.4649,0.2529,1.749
303,62.47,43.03,36.57,12,8,80,0.342,24,24.77629044944592,0.3798,0.4823917167094865,1.27,2.5638,0.441,2.758
304,130.82,96.15,125.25,18,16,78,0.325,48,2.6275250473093177,3.6799,14.456009502105509,3.76,3.6647,0.3774,36.231
305,38.93,22.85,51.52,9,6,60,0.985,12,57.97417731833677,0.1652,0.13268251012755167,0.81,2.7426,0.3301,1.881
306,41.25,25.1,29.1,36,30,24,0.541,12,59.608242110001775,0.1578,0.11849830655271572,0.77,2.4123,0.099,1.147
307,45.12,27.01,43.71,18,16,74,0.444,12,22.149471079683845,0.4388,0.3177551777051298,0.7,6.3632,0.2331,2.099
308,31.89,19.14,19.26,12,10,39,0.494,12,218.64444661083039,0.0439,0.03693404294326857,0.82,0.9766,0.1615,0.461
309,64.45,38.87,29.52,36,30,43,0.407,24,19.870457446094214,0.4734,0.641071863484393,1.29,2.7219,0.1675,2.868
310,138.78,83.89,176.85,18,16,52,0.862,48,2.4520124070633877,3.8343,32.58444747630148,8.42,1.4575,0.4099,79.449
311,68.56,50.86,42.22,36,24,71,0.551,24,6.636843253849666,1.4546,0.7876001022881755,0.54,15.2383,0.2707,3.279
312,119.01,80.77,94.31,36,30,31,0.693,48,3.8469503024773215,2.4258,8.651541980115674,3.54,2.1847,0.3377,26.482
313,65.97,38.84,15.09,24,20,71,0.622,24,41.48737296022702,0.2342,0.21546943809226055,0.91,2.7056,0.1879,1.578
314,90.28,57.86,115.63,12,8,63,0.586,24,7.356733037293429,1.3041,3.934020979728564,3.03,2.2558,0.4059,20.407
315,122.68,72.11,138.36,12,10,56,0.328,48,5.23679959074086,1.8231,15.661859553126789,8.2,0.8922,0.516,50.098
316,38.42,27.73,14.4,18,12,46,0.935,12,121.56581303683679,0.0774,0.041027714237613776,0.51,2.2372,0.2279,0.374
317,79.37,41.28,44.12,9,6,27,0.91,24,84.5248733952742,0.1109,1.2712836176300604,11.64,0.0871,0.4825,7.452
318,109.85,74.59,52.27,12,8,6,0.565,48,137.84064159615176,0.0688,2.800543312656771,40.14,0.0092,0.3157,12.492
319,53.46,37.0,39.21,12,14,48,0.928,12,43.66903424028951,0.2208,0.22214920793030835,0.97,2.0462,0.2394,2.146
320,97.22,49.83,136.2,12,14,38,0.98,24,12.853013884764495,0.7377,7.300544952532441,10.32,0.4529,0.3869,34.887
321,141.33,98.59,104.33,24,20,33,0.417,48,4.223486821604199,2.2261,24.77322916573489,11.09,0.5782,0.5335,39.322
322,149.74,86.77,31.26,36,30,72,0.901,48,5.6876038471032535,1.7158,7.322120796005915,4.46,1.5919,0.3457,17.11
323,83.08,49.35,89.1,36,30,30,0.364,24,7.967349599999104,1.1758,3.8325114872660433,3.23,2.1198,0.2449,14.628
324,136.32,79.91,146.27,12,10,55,0.632,48,5.171003207836325,1.8666,20.79761233906117,11.17,0.6845,0.5236,65.588
325,128.12,69.51,65.41,12,10,34,0.882,48,19.162135814023802,0.5035,7.902875484853295,15.1,0.1601,0.4943,27.85
326,95.42,66.42,133.85,12,10,22,0.48,24,15.239721707414455,0.6161,4.543178358828032,7.5,0.3681,0.5092,23.091
327,54.69,35.09,22.82,18,16,20,0.864,12,142.7306804975729,0.0658,0.15654566557317537,2.39,0.3086,0.1595,1.476
328,67.7,43.54,62.9,24,20,58,0.772,24,10.341362775339885,0.906,1.3344912564079319,1.49,4.3854,0.3011,6.215
329,143.55,79.26,58.79,12,8,46,0.354,48,13.94210249613399,0.6987,5.870366358386023,8.82,0.3564,0.4929,30.955
330,149.98,90.48,91.82,12,8,7,0.556,48,52.309791099072086,0.1854,12.08657890562974,67.13,0.0102,0.4766,48.287
331,110.3,76.57,156.6,12,14,72,0.589,48,2.993625264815056,3.1613,8.0081204842914,2.5,4.2148,0.4015,36.282
332,144.26,78.34,89.8,24,20,33,0.324,48,7.056140569612099,1.3671,17.697919268473136,13.28,0.4112,0.4253,48.441
333,144.76,76.47,92.24,36,30,78,0.536,48,2.1622167936819947,4.4392,16.386543567121223,3.74,5.079,0.2552,51.219
334,100.56,50.34,79.69,12,10,47,0.347,48,17.649790933491193,0.5467,4.415838675031793,8.35,0.4365,0.4779,22.196
335,59.54,44.13,16.35,12,10,38,0.351,12,118.29497467732521,0.0799,0.06647653352395722,0.83,1.1353,0.1807,0.96
336,43.72,24.87,12.5,18,12,71,0.923,12,94.08001825961564,0.103,0.0745232106959566,0.74,2.0767,0.2359,0.594
337,46.33,33.09,32.28,18,16,55,0.662,12,32.457079839019215,0.2993,0.1961709854533935,0.68,3.8616,0.3164,1.247
338,30.42,17.61,17.66,12,14,67,0.801,12,165.40705209377708,0.0584,0.019024270096276358,0.34,3.7027,0.086,0.399
339,114.4,65.89,52.47,24,20,72,0.958,48,5.590844612709192,1.6825,6.479983164492493,3.74,1.9649,0.3865,16.868
340,124.29,71.19,151.86,18,16,39,0.838,48,4.833344091318003,1.9394,19.23072185424716,9.57,0.8253,0.4279,57.937
341,105.77,78.12,55.33,18,16,39,0.628,48,13.411521712241667,0.722,2.968307876168044,4.13,0.8266,0.4359,10.34
342,115.79,68.19,160.91,18,12,27,0.899,48,6.18412739861947,1.5526,12.93180254690661,8.38,0.6854,0.4822,51.793
343,104.65,65.01,90.55,12,8,66,0.411,48,7.840384621161867,1.2074,5.220887365807613,4.54,1.3114,0.5416,22.383
344,89.32,54.71,68.27,18,16,69,0.4,24,7.900060273034216,1.2192,2.795155188490743,2.33,2.8749,0.3387,12.506
345,107.42,74.37,107.91,18,16,7,0.703,48,37.75703221769336,0.2554,8.725429922614222,33.94,0.031,0.3675,23.831
346,145.37,84.81,214.38,12,14,5,0.579,48,32.87299530685206,0.2955,29.94325812042298,103.9,0.0094,0.3589,109.842
347,99.55,60.38,126.63,24,20,63,0.59,24,3.3493656182041733,2.7793,7.236212248564864,2.54,5.4536,0.1785,29.155
348,80.15,46.61,80.47,18,12,37,0.309,24,14.096296626874205,0.6847,2.225816768667155,3.15,1.2894,0.3596,12.574
349,87.62,51.44,54.78,12,8,29,0.691,24,37.06360663716268,0.2532,2.1612307329948166,8.72,0.192,0.5331,10.128
350,107.79,78.53,31.49,24,22,11,0.574,48,54.35728218844411,0.175,2.1181520172200283,12.39,0.0635,0.2493,6.311
351,64.84,34.8,78.33,12,14,25,0.557,24,53.8168909601385,0.1775,1.1250137906572981,6.18,0.2926,0.232,8.617
352,114.62,65.53,68.93,18,16,51,0.73,48,8.936381512764262,1.0897,4.83048742342262,4.36,1.1765,0.3275,22.407
353,60.96,45.1,29.52,12,10,10,0.596,24,215.8446005497194,0.0441,0.2719943649139086,6.41,0.0557,0.2221,1.825
354,53.75,31.13,55.39,12,8,30,0.798,12,65.27752394360955,0.1459,0.5102205573684082,3.36,0.4718,0.4091,3.909
355,57.71,40.4,50.47,12,14,68,0.816,12,22.78385566642701,0.4175,0.32775893516428933,0.79,4.4281,0.243,3.15
356,48.74,25.65,70.07,24,20,43,0.802,12,20.48175453434366,0.4586,0.3805542945385684,0.84,6.0961,0.1646,4.426
357,109.51,71.8,117.0,24,20,22,0.709,48,8.3302894898168,1.1593,9.012455582315742,7.45,0.6132,0.3883,29.406
358,108.25,73.41,37.25,12,8,67,0.636,48,16.200073230994292,0.5888,1.3696302898054435,2.37,1.3944,0.4446,8.664
359,55.77,41.21,67.88,36,30,56,0.882,12,6.717957193632228,1.4519,0.7350296863579199,0.51,19.2176,0.0656,3.523
360,105.1,73.62,116.18,18,12,53,0.346,48,4.621154170503005,2.0145,10.200564507996736,5.29,1.6034,0.511,24.027
361,48.32,35.2,70.31,12,8,73,0.326,12,17.152867701303794,0.5613,0.14313223955144194,0.26,18.4752,0.242,2.833
362,141.92,99.67,78.14,12,8,17,0.979,48,23.34327924807041,0.405,10.868568467479351,25.97,0.0585,0.6296,29.318
363,140.32,84.18,107.47,12,14,17,0.761,48,20.72833573402331,0.4646,16.38297161799278,36.11,0.0513,0.4206,49.784
364,114.88,66.36,148.76,12,8,16,0.481,48,18.28859566373392,0.5177,12.336286096894886,24.72,0.089,0.5385,48.089
365,117.43,66.68,153.15,18,12,73,0.544,48,2.849656145038962,3.4679,13.629796859684317,3.93,3.7681,0.3629,52.593
366,70.71,51.63,20.17,12,8,26,0.89,24,109.63967909214809,0.0861,0.16793664825941185,1.96,0.3967,0.2669,1.731
367,67.13,46.29,87.28,12,10,43,0.705,24,19.29373312503148,0.5029,1.2559839082816968,2.63,1.3514,0.4,7.581
368,50.94,36.49,52.13,12,10,48,0.613,12,31.236045824170283,0.3039,0.24245652770080395,0.8,3.1047,0.3016,2.422
369,116.49,76.14,49.31,18,16,10,0.469,48,54.04768281305364,0.1755,4.25751485472468,24.91,0.032,0.2816,14.09
370,86.93,59.72,63.97,12,10,71,0.973,24,11.292874061716715,0.843,1.6246735784098363,1.99,2.3975,0.4368,9.384
371,65.81,44.84,46.59,36,30,39,0.578,24,13.624969569137303,0.6992,0.8162665308885729,1.12,4.3372,0.2245,3.974
372,93.31,49.19,49.28,36,24,13,0.613,24,31.844960900599155,0.2965,2.5789089285490396,9.14,0.1881,0.2232,11.387
373,147.96,95.18,147.88,9,6,7,0.543,48,36.11948243453165,0.2676,21.96703251708655,80.68,0.0099,0.6881,69.76
374,136.55,84.96,104.92,12,10,65,0.678,48,4.997278798824748,1.9409,16.593970225468556,8.74,0.7956,0.5564,44.069
375,140.1,91.19,127.93,36,24,46,0.705,48,2.0928619081842696,4.5358,18.330494090185557,4.07,3.7656,0.3307,53.19
376,103.12,56.04,107.73,36,30,78,0.396,48,2.1098727598518305,4.471,7.978713235493668,1.75,12.2951,0.2117,29.673
377,121.14,74.16,81.35,12,10,50,0.807,48,10.385067619632038,0.9145,8.374890261741976,8.76,0.486,0.5482,27.435
378,83.23,59.4,54.88,9,6,30,0.728,24,49.87331723863787,0.1905,0.29249136279800036,1.49,0.9834,0.2314,6.857
379,107.93,64.14,101.96,9,6,65,0.562,48,9.158563060453703,1.0264,7.765248413396167,7.4,0.6899,0.6188,28.236
380,111.51,73.1,154.77,12,14,32,0.539,48,7.822154324133955,1.2174,10.403534884882223,8.63,0.5345,0.4666,40.347
381,83.41,52.25,103.33,24,20,51,0.664,24,5.8494974067320795,1.6391,3.6117478037986883,2.22,4.1527,0.2544,16.049
382,62.3,44.67,33.21,36,30,65,0.604,24,10.0401643443052,0.9348,0.48508741984025905,0.54,11.09,0.2164,2.302
383,94.28,54.39,58.34,36,30,26,0.766,24,13.630427849098709,0.7009,3.2629105201340023,4.5,0.8979,0.2208,12.718
384,122.89,82.56,72.55,18,12,6,0.839,48,53.039366343942035,0.1831,13.076921649630288,68.83,0.0095,0.5332,22.094
385,147.71,106.14,108.28,18,12,39,0.376,48,4.55682639701731,2.1107,24.956052357005017,11.44,0.5422,0.6052,42.002
386,142.44,97.5,140.49,9,6,29,0.855,48,9.988621219804031,0.9649,9.913946924424963,10.37,0.3094,0.6154,55.679
387,146.1,80.56,129.1,36,30,6,0.363,48,17.924047089441967,0.5272,25.646912146053552,48.56,0.0412,0.2354,70.498
388,35.21,18.67,52.72,36,24,40,0.317,12,25.319457569852695,0.3701,0.1345644059115233,0.36,14.8001,0.1305,1.727
389,135.81,93.44,60.71,9,6,46,0.706,48,15.238073304167706,0.627,5.338014620965759,8.84,0.3195,0.6213,21.675
390,94.86,63.84,120.63,24,22,63,0.853,24,3.0544083854793134,3.0822,8.433465656337455,2.61,5.1081,0.1973,21.833
391,51.79,34.2,38.46,24,20,9,0.377,12,125.7156034062194,0.0751,0.319072794150104,4.18,0.1531,0.1489,2.139
392,85.07,58.09,37.4,24,20,66,0.351,24,10.51648503247728,0.8973,1.6692382665257919,1.8,2.7671,0.3734,5.31
393,146.6,77.6,140.01,24,22,47,0.372,48,2.7472403664382328,3.3974,24.790410460593836,7.61,1.5202,0.3701,79.624
394,139.95,82.27,101.23,36,30,50,0.722,48,2.400837868763802,3.9112,19.938604638553894,5.25,2.5411,0.3257,47.694
395,148.36,104.7,111.74,36,30,5,0.917,48,17.406711183602933,0.5384,28.731690698285938,54.84,0.0272,0.3782,45.386
396,36.27,24.3,41.14,18,12,72,0.778,12,31.843866060283155,0.3037,0.11506440797450128,0.38,10.7603,0.2631,1.096
397,97.83,70.88,36.44,9,6,71,0.936,24,21.47821086022952,0.4363,0.37826910364173943,0.88,3.3017,0.4046,6.088
398,69.76,38.24,99.62,12,8,52,0.759,24,16.22547598411011,0.595,1.9715151414489602,3.17,1.4853,0.4323,12.465
399,144.06,81.57,123.52,12,8,25,0.922,48,11.939810730194782,0.8016,16.32942824560691,20.42,0.1483,0.6161,64.022
400,147.79,93.1,114.44,24,22,31,0.656,48,4.7269942367932805,1.9849,20.06747528018648,10.04,0.6457,0.4222,55.412
401,138.32,89.93,78.23,12,14,58,0.316,48,7.994680127746737,1.1956,10.725804364480265,8.56,0.5886,0.4717,31.762
402,116.51,85.9,124.53,24,22,11,0.332,48,11.581665213470757,0.8318,9.801795625511351,11.31,0.2174,0.3507,28.354
403,54.53,38.72,33.1,9,6,20,0.565,12,151.89114065340328,0.0626,0.17180251293122328,2.88,0.2101,0.3657,1.794
404,70.99,47.36,96.65,24,20,24,0.335,24,13.600144794731058,0.7079,2.1538826895687126,2.99,1.3507,0.3299,9.939
405,66.6,34.33,26.59,12,10,23,0.681,24,139.0092039888722,0.0688,0.3749965537791015,5.28,0.1328,0.1771,3.183
406,139.55,74.09,42.87,36,30,74,0.73,48,4.857293243201126,1.9915,8.695590860691958,4.3,2.1207,0.3421,22.035
407,32.44,20.56,28.52,18,16,23,0.386,12,154.85807850447605,0.0611,0.05846266465863321,0.97,0.9507,0.1138,0.66
408,88.27,53.34,36.2,24,22,60,0.383,24,12.907398522963863,0.7541,1.2998745714836462,1.81,2.4072,0.2763,6.582
409,128.57,65.37,178.84,24,22,31,0.946,48,4.070103234099941,2.4134,24.357864488216666,10.19,0.9298,0.3546,80.578
410,31.49,22.08,37.48,36,24,25,0.517,12,49.5936859309919,0.194,0.07386971564133364,0.4,6.0341,0.1193,0.695
